669981.74 249754.26 666.63
669981.67 249754.87 667.34
669981.6 249755.43 668.04
669981.54 249756.01 668.63
669981.51 249756.44 668.87
669981.78 249750.79 661.63
669981.58 249752.16 663.8
669981.53 249752.69 664.26
669981.22 249755.11 667.52
669981.07 249756.7 668.92
669981.27 249750.53 662.07
669981.23 249751.01 662.39
669981.07 249752.28 664.06
669981.02 249752.77 664.5
669980.82 249750.69 662.35
669980.73 249751.69 663.2
669980.65 249752.31 663.98
669980.4 249754.58 666.54
669980.34 249755.1 667.04
669980.28 249750.77 662.31
669979.85 249754.7 666.64
669979.81 249755.17 666.99
669979.88 249750.56 662.07
669979.83 249751.04 662.45
669979.71 249752.15 663.63
669979.42 249750.5 661.93
669979.37 249751.06 662.42
669979.31 249751.58 662.98
669978.74 249752.79 664.12
669978.23 249752.36 663.49
669978.09 249753.51 664.86
669977.8 249752.6 663.6
669977.55 249751.01 661.65
669977.22 249753.84 664.91
669977.09 249751.09 661.57
669976.64 249755.07 666.05
669976.44 249751.81 661.9
669976.1 249754.69 665.41
669975.99 249755.76 666.4
669976.13 249751.04 661.21
669976.09 249751.55 661.5
669975.96 249752.71 662.82
669975.7 249754.96 665.42
669975.67 249751.07 661.13
669975.63 249751.53 661.47
669975.51 249752.67 662.6
669975.32 249754.35 664.46
669975.26 249754.9 665.11
669974.99 249753.23 662.87
669974.93 249753.77 663.43
669974.75 249755.42 665.22
669975.18 249751.17 661.16
669975.14 249751.65 661.5
669974.18 249755.95 665.25
669974.63 249751.3 661.12
669974.58 249751.79 661.52
669974.54 249752.26 661.89
669974.49 249752.77 662.31
669974.44 249753.31 662.75
669974.26 249751.09 660.94
669974.17 249752.12 661.73
669974.13 249752.6 662.07
669973.93 249754.7 663.94
669973.64 249752.65 662.05
669973.55 249753.62 662.8
669973.35 249755.7 664.59
669973.82 249750.58 660.45
669973.77 249751.12 660.89
669973.01 249754.25 663.14
669972.87 249755.8 664.41
669972.84 249756.26 664.7
669973.32 249750.76 660.53
669973.28 249751.24 660.88
669973.22 249751.78 661.36
669972.82 249750.89 660.5
669972.69 249752.38 661.68
669972.61 249753.35 662.31
669972.56 249753.88 662.7
669972.24 249753.17 662.1
669972.08 249755.1 663.33
669972.45 249750.68 660.22
669971.85 249751.78 661
669971.81 249752.25 661.27
669971.77 249752.71 661.61
669971.5 249750.93 660.17
669971.46 249751.42 660.42
669971.41 249751.93 660.88
669971.36 249752.47 661.33
669971.33 249752.91 661.54
669967.62 249756.27 660.87
669967.42 249751.23 657.72
669967.07 249755.91 660.37
669967.07 249750.52 657.02
669967.03 249751 657.28
669967 249751.45 657.48
669966.64 249756.22 660.31
669966.65 249751.52 657.39
669966.33 249755.8 659.84
669966.29 249756.26 660.15
669966.73 249750.51 656.78
669966.21 249751.62 657.17
669965.71 249750.68 656.05
669965.67 249751.16 656.33
669965.64 249751.61 656.63
669965.59 249752.14 657
669965.37 249750.52 655.71
669965.32 249751.04 656.15
669965.29 249751.51 656.38
669965.24 249751.99 656.76
669965.21 249752.45 657.02
669964.95 249751.13 655.98
669964.92 249751.6 656.19
669964.88 249752.09 656.54
669964.84 249752.55 656.87
669964.81 249753.01 657.06
669964.52 249750.75 655.38
669964.47 249751.26 655.76
