669945.17 249751.51 652.08
669945.21 249750.66 651.84
669945.7 249750.67 651.8
669945.67 249751.08 651.93
669945.63 249751.6 652.25
669945.6 249752.1 652.53
669946.09 249750.94 651.95
669946.02 249751.89 652.52
669945.97 249752.42 652.99
669946.34 249752.96 653.7
669946.9 249751.4 652.56
669946.79 249752.51 653.55
669946.75 249753 653.97
669946.45 249756.12 656.63
669947.47 249750.56 652.18
669947.43 249751.07 652.51
669947.38 249751.6 652.95
669946.97 249755.76 656.63
669947.84 249750.92 652.54
669945.34 249759.78 658.23
669945.17 249762.48 659.3
669945.15 249762.92 659.46
669945.51 249757.07 657.12
669945.48 249757.55 657.31
669945.45 249758.03 657.59
669945.85 249758.5 657.93
669945.83 249764.87 661.2
669945.7 249766.35 662.31
669945.66 249766.86 662.67
669945.61 249767.36 663.12
669945.42 249770.08 664.46
669946.41 249756.59 656.93
669945.99 249762.97 659.91
669945.48 249777.89 667.01
669945.47 249778.29 666.98
669945.46 249778.67 666.97
669946.31 249765.05 661.56
669946.27 249765.51 661.83
669946.22 249766.05 662.33
669946.19 249766.5 662.59
669946.14 249766.96 662.95
669946.09 249767.48 663.47
669945.99 249769.25 664.02
669945.96 249769.67 664.19
669945.92 249770.16 664.61
669945.87 249770.65 665.08
669945.84 249771.12 665.28
669945.78 249772.02 665.69
669945.63 249774.21 666.63
669945.61 249774.66 666.7
669945.6 249775.04 666.71
669945.58 249775.47 666.79
669945.56 249775.86 666.86
669945.52 249776.67 667.03
669946.81 249758.09 657.83
669946.52 249762.22 659.86
669946.71 249764.92 661.65
669946.68 249765.38 661.96
669946.64 249765.84 662.27
669946.6 249766.3 662.55
669946.56 249766.81 662.95
669946.51 249767.34 663.41
669946.41 249769.04 663.94
669946.39 249769.44 664
669946.15 249772.31 666
669946.12 249772.75 666.2
669946.1 249773.19 666.33
669946.07 249773.66 666.51
669946.05 249774.06 666.61
669946.02 249774.51 666.77
669946.01 249774.88 666.76
669945.99 249775.29 666.79
669945.97 249775.68 666.86
669945.95 249776.13 666.99
669945.92 249776.94 667.04
669945.87 249778.49 666.96
669947.23 249757.91 657.77
669947.2 249758.38 657.97
669947.01 249761.13 659.37
669946.9 249762.54 660.23
669946.86 249762.99 660.49
669946.83 249763.48 660.76
669947.21 249764.49 661.62
669947.18 249764.93 661.89
669947.14 249765.38 662.15
669947.07 249766.37 662.75
669947.03 249766.82 663.09
669946.7 249771.04 665.68
669947.7 249757.95 657.96
669946.54 249773.66 666.59
669946.51 249774.46 666.73
669946.49 249774.84 666.79
669946.47 249775.3 666.9
669946.45 249775.71 666.96
669946.43 249776.11 666.99
669946.42 249776.52 667.02
669946.37 249778.8 666.63
669946.97 249774.05 666.74
669946.95 249774.47 666.79
669946.93 249774.91 666.87
669946.91 249775.3 666.93
669946.87 249776.52 667.02
669946.85 249776.89 667.03
669946.84 249777.32 667.05
669946.83 249778.05 666.76
669946.83 249778.42 666.62
669947.65 249764.5 661.82
669947.6 249765.01 662.18
669947.54 249765.94 662.66
669947.5 249766.41 662.93
669947.08 249771.96 666.17
669948.13 249757.94 658.09
669948.11 249758.43 658.27
669947.43 249774.17 666.73
669947.41 249774.55 666.76
669947.39 249774.99 666.8
669947.38 249775.39 666.88
669947.34 249776.17 666.95
669947.33 249776.59 666.96
669947.32 249776.99 666.92
669947.3 249777.75 666.77
669947.3 249778.1 666.57
669947.3 249778.79 666.23
669948.08 249764.7 662.15
669948.04 249765.15 662.4
669948.01 249765.62 662.62
669947.97 249766.11 663.01
669947.81 249768.38 664.17
669948.29 249766.02 663.07
669948.2 249767.03 663.8
669948.13 249768.32 664.24
669947.82 249772.81 666.41
669947.8 249773.23 666.44
669947.74 249774.48 666.69
669947.72 249774.88 666.77
669947.71 249775.26 666.77
669947.69 249775.7 666.84
669947.67 249776.13 666.93
669947.65 249776.51 666.93
669947.65 249776.9 666.86
669947.63 249777.64 666.71
669947.63 249778 666.57
669948.18 249777.58 666.43
669948.33 249773.24 666.42
669948.31 249773.64 666.53
669948.27 249774.43 666.63
669948.25 249774.88 666.73
669948.24 249775.29 666.75
669948.22 249775.71 666.84
669946.17 249770.34 664.89
669945.14 249754.95 654.63
669946.94 249778.47 666.62
669947.94 249752.46 654.02
669947.41 249778.57 666.38
669945.97 249750.76 651.8
669945.97 249751.16 651.97
669945.96 249751.5 652.2
669945.92 249752.93 653.36
669945.91 249753.28 653.65
669946.32 249750.58 651.8
